0.01,2.68,67,7,7,21,29,3
0.02,2.68,67,8,6,22,28,3
0.03,2.80,70,10,6,23,29,2
0.04,2.84,71,10,7,24,28,2
0.05,2.92,73,9,7,25,29,3
0.06,3.04,76,11,7,25,30,3
0.07,3.28,82,11,6,28,32,5
0.08,3.28,82,10,6,29,32,5
0.09,3.28,82,10,6,29,32,5
0.10,3.36,84,10,7,29,33,5
0.11,3.48,87,11,7,30,34,5
0.12,3.80,95,13,9,32,36,5
0.13,3.84,96,13,11,32,35,5
0.14,4.00,100,14,11,34,36,5
0.15,4.36,109,14,11,39,39,6
0.16,4.44,111,14,11,39,41,6
0.17,4.44,111,14,10,40,41,6
0.18,4.48,112,14,10,41,41,6
0.19,4.48,112,14,9,41,42,6
0.20,4.56,114,15,9,42,42,6
0.21,4.68,117,15,10,43,43,6
0.22,4.80,120,17,10,43,43,7
0.23,4.80,120,17,9,43,43,8
0.24,4.84,121,17,9,43,44,8
0.25,4.84,121,17,9,43,43,9
0.26,4.92,123,17,10,44,43,9
0.27,5.04,126,18,10,45,44,9
0.28,5.00,125,18,10,44,44,9
0.29,5.08,127,18,9,46,45,9
0.30,5.20,130,18,9,48,46,9
0.31,5.32,133,18,10,49,46,10
0.32,5.36,134,18,9,50,47,10
0.33,5.52,138,18,9,53,48,10
0.34,5.68,142,18,9,56,49,10
0.35,5.68,142,18,9,56,49,10
0.36,5.68,142,18,9,56,49,10
0.37,5.72,143,18,9,56,50,10
0.38,5.72,143,18,9,56,50,10
0.39,5.84,146,18,8,59,50,11
0.40,5.96,149,19,8,59,52,11
0.41,6.00,150,19,8,59,52,12
0.42,6.08,152,20,8,59,53,12
0.43,6.08,152,20,8,59,53,12
0.44,6.12,153,20,8,59,54,12
0.45,6.20,155,21,8,59,55,12
0.46,6.48,162,22,8,63,56,13
0.47,6.56,164,23,8,64,56,13
0.48,6.64,166,23,8,66,56,13
0.49,6.72,168,24,8,66,56,14
0.50,6.96,174,24,8,71,57,14
0.51,7.00,175,24,8,72,57,14
0.52,7.04,176,24,7,73,57,15
0.53,7.16,179,24,8,75,57,15
0.54,7.24,181,24,8,77,57,15
0.55,7.24,181,24,8,77,57,15
0.56,7.28,182,24,8,78,57,15
0.57,7.36,184,25,7,78,59,15
0.58,7.52,188,27,8,78,60,15
0.59,7.68,192,28,8,81,60,15
0.60,7.80,195,29,7,83,61,15
0.61,7.80,195,29,7,84,60,15
0.62,7.96,199,29,7,85,61,17
0.63,8.04,201,30,7,85,62,17
0.64,8.12,203,30,7,87,62,17
0.65,8.12,203,30,7,87,61,18
0.66,8.32,208,30,7,89,62,20
0.67,8.56,214,31,7,92,64,20
0.68,8.84,221,32,7,97,65,20
0.69,9.00,225,33,7,99,65,21
0.70,9.20,230,37,7,100,65,21
0.71,9.24,231,38,7,99,66,21
0.72,9.44,236,41,7,99,68,21
0.73,9.52,238,41,7,100,68,22
0.74,9.64,241,42,7,101,68,23
0.75,9.72,243,42,7,103,68,23
0.76,9.76,244,43,7,103,68,23
0.77,9.92,248,43,7,107,68,23
0.78,10.08,252,45,7,108,68,24
0.79,10.28,257,47,6,111,69,24
0.80,10.36,259,48,6,111,69,25
0.81,10.48,262,49,6,113,69,25
0.82,10.68,267,50,6,116,70,25
0.83,10.76,269,50,6,118,70,25
0.84,10.96,274,51,6,120,71,26
0.85,11.20,280,52,6,122,74,26
0.86,11.28,282,53,6,123,74,26
0.87,11.36,284,53,6,123,75,27
0.88,11.40,285,53,5,123,77,27
0.89,11.60,290,53,5,126,79,27
0.90,11.76,294,54,5,127,82,26
0.91,12.12,303,55,5,132,84,27
0.92,12.32,308,55,5,133,88,27
0.93,12.64,316,56,5,135,90,30
0.94,12.88,322,56,4,137,92,33
0.95,13.08,327,58,4,139,93,33
0.96,13.44,336,59,4,146,94,33
0.97,13.88,347,61,4,148,100,34
0.98,14.72,368,66,4,156,104,38
0.99,15.24,381,67,4,162,108,40
1.00,80.00,2000,500,500,500,500,0
