2.0,4.448,7.3,10.3,6.1,0.149452333538
4.0,4.552,6.8,9.4,5.7,0.255374235192
8.0,4.772,6.1,8.8,5.0,0.219125534797
16.0,5.052,5.9,8.0,4.5,0.376956230881
32.0,4.928,5.0,7.6,4.1,0.218210907152
64.0,5.272,5.0,7.1,4.0,0.624
128.0,5.476,4.2,6.4,4.0,0.427251682267
256.0,5.564,3.2,5.0,3.0,0.274488615429
512.0,6.072,2.0,3.0,2.0,0.800359919036
1024.0,8.076,1.0,1.0,1.0,0.633580302724
