100.0,8.78,0.511077293567
200.0,7.892,0.826375217441
300.0,8.808,0.774968386452
400.0,8.368,0.737086155073
500.0,7.792,0.430367285002
600.0,7.956,0.770547857047
700.0,7.98,0.589033106031
800.0,8.052,0.400819161219
900.0,7.892,0.805590466676
1000.0,7.968,0.497288648573
1100.0,7.744,0.362303739975
1200.0,8.124,0.614608818681
1300.0,8.212,0.729503941045
1400.0,8.184,0.698386712359
1500.0,7.716,0.537981412318
1600.0,7.984,0.534924293709
1700.0,7.932,0.71398599426
1800.0,8.14,0.500319897665
1900.0,7.936,0.847056078427
2000.0,7.832,0.66784429323
2100.0,7.968,0.572936296633
2200.0,7.892,0.75748003274
2300.0,7.704,0.580262009785
2400.0,7.972,0.591148035605
2500.0,8.036,0.86337940675
